smiles,r2
O=C1OC=CC=C1,608.2681
O=C1OC=CC=N1,579.0954
O=C1OC=CN=C1,582.7982
O=C1OC=NC=C1,583.7262
O=C1OC=NC=N1,554.5818
CC1=CC=CC=C1,716.7466
CC1=CC=NC=C1,691.3554
CC1=CN=CC=C1,688.9823
CC1=CN=CC=N1,657.0932
CC1=CN=CN=C1,662.268
CC1=NC=CC=C1,683.4613
CC1=NC=CC=N1,651.2143
CC1=NC=CN=C1,657.0932
CC1=NC=NC=C1,657.9913
CC1=NC=NC=N1,626.0342
NC1=CC=CC=C1,683.6836
NC1=CN=CC=C1,656.1003
NC1=CN=CC=N1,622.827
NC1=CN=CN=C1,629.4268
NC1=NC=CC=C1,649.0553
NC1=NC=CC=N1,615.2639
NC1=NC=CN=C1,622.82
NC1=NC=NC=C1,622.7457
NC1=NC=NC=N1,589.2643
OC1=CC=CC=C1,662.6765
OC1=CC=NC=C1,636.9469
OC1=CN=CC=C1,635.5898
OC1=CN=CC=N1,601.9397
OC1=CN=CN=C1,609.0979
OC1=NC=CC=C1,627.5405
OC1=NC=CC=N1,595.6777
OC1=NC=CN=C1,601.9397
OC1=NC=NC=C1,601.9424
OC1=NC=NC=N1,570.3717
CC1=C(C)C=CN1,743.04
CC1=C(C)C=CO1,722.7251
CC1=C(C)N=CN1,716.3821
CC1=C(C)N=CO1,697.1342
CC1=C(N)C=CN1,713.5505
CC1=C(N)C=CO1,694.6533
CC1=C(N)N=CO1,669.2522
CC1=C(N)NC=C1,714.7866
CC1=C(N)OC=C1,693.8386
CC1=C(N)OC=N1,669.1394
CC1=C(O)C=CN1,693.774
CC1=C(O)C=CO1,674.4643
CC1=C(O)N=CN1,667.3045
CC1=C(O)N=CO1,648.8899
CC1=C(O)NC=C1,694.6721
CC1=C(O)NC=N1,668.6975
NC1=C(N)C=CO1,665.0627
NC1=C(N)N=CO1,638.8503
NC1=C(O)C=CN1,667.2553
NC1=C(O)C=CO1,645.8036
NC1=C(O)N=CN1,640.9807
NC1=C(O)N=CO1,621.2675
NC1=C(O)NC=C1,662.2233
NC1=C(O)NC=N1,636.6865
NC1=C(O)OC=C1,646.3254
OC1=C(O)C=CN1,645.3143
OC1=C(O)N=CN1,620.4427
CC1=CNC=C1C,744.2742
CC1=CNC=C1N,715.206
CC1=CNC=C1O,695.8608
CC1=COC=C1C,727.9662
CC1=COC=C1N,698.3486
NC1=CNC=C1N,684.8792
NC1=CNC=C1O,664.0796
NC1=COC=C1N,667.5396
OC1=CNC=C1O,646.5172
CN1C=CC=C1C,718.2272
CN1C=CC=C1N,691.1415
CN1C=CC=C1O,669.783
CN1C=CN=C1C,691.9459
CN1C=CN=C1O,643.5085
CN1C=NC=C1C,697.1187
CN1C=NC=C1O,648.2207
CN1C=CNC1=O,642.7623
CN1C=COC1=N,643.3484
CN1C=COC1=O,624.5552
C#CC1=CC=CN1,717.6309
C#CC1=CC=CO1,695.0087
C#CC1=CN=CN1,695.7367
C#CC1=CN=CO1,673.579
C#CC1=NC=CN1,686.5481
C#CC1=NC=CO1,664.2358
N#CC1=CC=CN1,691.8345
N#CC1=CC=CO1,670.0093
N#CC1=CN=CN1,670.2864
N#CC1=CN=CO1,648.9718
N#CC1=NC=CN1,661.5936
N#CC1=NC=CO1,640.2059
C#CC1=CNC=C1,727.2033
C#CC1=CNC=N1,696.2961
C#CC1=COC=C1,710.3239
C#CC1=COC=N1,680.202
N#CC1=CNC=C1,700.6498
N#CC1=CNC=N1,670.6291
N#CC1=COC=C1,684.2208
N#CC1=COC=N1,654.9897
O=CC1=CC=CN1,709.7198
O=CC1=CC=CO1,679.6311
O=CC1=CN=CN1,687.6518
O=CC1=CN=CO1,658.7293
O=CC1=NC=CN1,681.5642
O=CC1=NC=CO1,660.3451
O=CC1=CNC=C1,713.4916
O=CC1=CNC=N1,686.5487
O=CC1=COC=C1,697.2754
O=CC1=COC=N1,670.2078
O=CN1C=CC=C1,681.5415
O=CN1C=CN=C1,659.4371
CN=C1NC=CO1,711.5285
CN=C1OC=CO1,695.4697
CCC1=CC=CN1,804.5223
CCC1=CC=CO1,775.2868
CCC1=CN=CO1,754.0224
CCC1=NC=CN1,770.3793
CCC1=NC=CO1,743.444
CNC1=CC=CN1,766.8327
CNC1=CC=CO1,737.9509
CNC1=CN=CO1,717.2702
CNC1=NC=CO1,716.9014
COC1=CC=CN1,734.5473
COC1=CC=CO1,704.1997
COC1=CN=CN1,716.6718
COC1=CN=CO1,684.9652
COC1=NC=CN1,703.9166
COC1=NC=CO1,681.0569
NCC1=NC=CO1,730.6555
OCC1=CC=CN1,749.0718
OCC1=CC=CO1,740.7571
OCC1=CN=CN1,740.2332
OCC1=CN=CO1,718.7942
OCC1=NC=CN1,715.2911
OCC1=NC=CO1,698.6762
CCC1=CNC=C1,816.0269
CCC1=CNC=N1,778.6349
CCC1=COC=C1,799.0433
CCC1=COC=N1,771.9223
CNC1=CNC=C1,778.171
CNC1=CNC=N1,747.0292
CNC1=COC=C1,760.656
CNC1=COC=N1,731.0147
COC1=CNC=C1,745.1256
COC1=CNC=N1,709.3547
COC1=COC=C1,727.1103
COC1=COC=N1,693.5577
OCC1=CNC=C1,767.5661
OCC1=CNC=N1,734.8105
OCC1=COC=C1,750.9907
OCC1=COC=N1,718.2476
CCN1C=CC=C1,778.2199
CCN1C=CN=C1,758.3035
C1CC2=CC=CN12,623.248
C1CC2=CN=CN12,601.861
C1CC2=NC=CN12,596.5324
CC#CC(C)(C)C,1045.3699
CC#CC(C)(C)O,1005.3115
CC(C)(C)CC#C,881.4735
CC(C)(C)CC#N,854.0061
CC(C)(O)CC#C,842.7392
CC(C)(O)CC#N,815.6747
CC(C)(C)CC=O,893.1598
CC(C)(C)NC=O,808.3652
CC(C)(C)OC=O,858.7256
CC(C)(O)CC=O,867.4989
CC(C)(C)CCO,1017.7512
CC(C)(O)CCO,969.783
CCCC(C)(C)C,1075.9653
CCCC(C)(C)O,1028.318
CCOC(C)(C)C,977.9934
COCC(C)(C)C,977.2869
COCC(C)(C)O,932.5617
CC(=O)C(C)(C)C,809.0495
CC(=O)C(C)(C)O,764.3556
CC(C)(C)C(N)=O,777.3008
CC(C)([NH3+])C([O-])=O,729.6326
CC(C)(O)C(N)=O,738.2224
CC(C)C(C)(C)C,897.8057
CC(C)C(C)(C)O,851.0397
CC(O)C(C)(C)C,848.8521
CC(O)C(C)(C)O,803.23
CC(=N)NC(C)=O,882.3031
CC(=N)NC(N)=O,846.5743
CC(=N)OC(C)=O,802.9087
CC(=N)OC(N)=O,798.185
CC(=O)CC(C)=O,819.2534
CC(=O)CC(N)=O,848.6613
CC(=O)NC(C)=O,875.003
CC(=O)NC(N)=N,831.5653
CC(=O)NC(N)=O,837.6449
NC(=[NH2+])CC([O-])=O,1015.4306
NC(=O)CC(N)=O,801.7128
NC(=O)NC(N)=O,798.2635
CC(C)CC(C)=O,1002.4251
CC(C)CC(N)=O,953.6413
CC(C)NC(C)=O,972.5251
CC(C)NC(N)=O,918.228
CC(C)OC(C)=O,906.2239
CC(C)OC(N)=O,869.2448
CC([NH3+])CC([O-])=O,893.6488
CC(O)CC(C)=O,917.6721
CC(O)CC(N)=O,901.9055
C[NH+](C)CC([O-])=O,863.0532
CC(C)CC(C)C,1110.9484
CC(C)CC(C)O,1057.3976
CC(C)OC(C)C,1021.1314
CC(O)CC(C)O,1009.7692
CC1(C)CC(=N)O1,753.875
CC1(C)CC(=O)C1,792.7756
CC1(C)CC(=O)N1,767.4844
CC1(C)CC(=O)O1,734.218
CC1(O)CC(=O)C1,748.7937
CC1(C)CC(O)C1,850.7327
CC1(O)CC(O)C1,750.1018
CC1CC(C)(C)C1,900.4961
CC1CC(C)(C)O1,825.052
CC1CC(C)(O)C1,856.6259
CN1CC(C)(O)C1,820.2803
CC1(C)CC1(C)C,835.5467
CC1(C)CC1(C)O,787.4978
CC1(C)OC1(C)C,802.5634
CC1(O)CC1(C)O,740.7324
CC12CC(C)(C1)C2,782.4631
CC12CC(C)(C1)O2,731.1213
CC12CC(O)(C1)C2,730.5993
OC12CC(O)(C1)C2,680.1462
CC(C)(C#C)C#C,776.0986
CC(C)(C#C)C#N,752.5708
CC(C)(C#N)C#N,730.2332
CC(N)(C#C)C#N,730.7362
CC(N)(C#N)C#N,708.824
CC(O)(C#C)C#C,737.3929
CC(O)(C#C)C#N,714.3287
CC(O)(C#N)C#N,692.7131
CC(C)(C=O)C#C,766.8706
CC(C)(C=O)C#N,745.6848
CC(O)(C=O)C#C,722.6594
CC(O)(C=O)C#N,693.407
CC(C)(C=O)C=O,745.2339
CC(O)(C=O)C=O,709.9145
CC(C)(CO)C#C,820.2194
CC(C)(CO)C#N,795.2124
CC(N)(CN)C#N,796.8074
CC(N)(CO)C#N,771.8633
CC(O)(CN)C#N,777.5164
CC(O)(CO)C#C,780.1821
CC(O)(CO)C#N,757.2099
CCC(C)(C)C#C,877.146
CCC(C)(C)C#N,852.1125
CCC(C)(N)C#N,828.7651
CCC(C)(O)C#C,834.2194
CCC(C)(O)C#N,810.387
CNC(C)(C)C#N,817.5813
COC(C)(C)C#C,814.529
COC(C)(C)C#N,790.4069
CC(C)(CO)C=O,803.6117
CC(O)(CO)C=O,761.0814
CCC(C)(C)C=O,871.5557
CCC(C)(O)C=O,819.1713
COC(C)(C)C=O,811.414
CC(C)(CO)CO,871.3942
CC(O)(CO)CO,822.4301
CCC(C)(C)CC,992.1533
CCC(C)(C)CO,930.2807
CCC(C)(C)OC,886.066
CCC(C)(O)CC,941.358
CCC(C)(O)CO,880.3669
COC(C)(C)CO,861.9668
CC#CCC(C)=O,1140.7997
CC#CCC(N)=O,1094.28
CC#CCC(C)C,1231.6811
CC#CCC(C)O,1179.2053
CC(=O)C#CC#C,1072.1874
CC(=O)C#CC#N,1047.2237
NC(=O)C#CC#C,1040.5382
NC(=O)C#CC#N,1014.6504
CC(=O)C#CC=O,1080.1312
NC(=O)C#CC=O,1048.1109
CC(=N)OCC#C,979.6637
CC(=N)OCC#N,957.2002
CC(=O)CCC#C,1073.3104
CC(=O)CCC#N,1043.3686
CC(=O)NCC#C,969.3488
CC(=O)NCC#N,925.5742
CC(=O)OCC#C,962.1235
CC(=O)OCC#N,933.1813
NC(=O)CCC#C,1032.2971
NC(=O)CCC#N,1001.9371
NC(=O)NCC#C,901.0117
NC(=O)NCC#N,916.4423
NC(=O)OCC#C,927.336
NC(=O)OCC#N,825.4474
CC(=N)OCC=O,1021.4169
CC(=O)CCC=O,1105.0328
CC(=O)CNC=O,979.7722
CC(=O)COC=N,914.0963
CC(=O)COC=O,886.6728
CC(=O)NCC=O,1013.9196
CC(=O)OCC=O,965.2519
NC(=O)CCC=O,1060.7893
NC(=O)CNC=O,938.4028
NC(=O)COC=N,870.8659
NC(=O)COC=O,843.4793
NC(=O)NCC=O,990.0316
NC(=O)OCC=O,923.5523
[O-]C(=O)CNC=[NH2+],970.5388
CC(C)C#CC#C,1154.0398
CC(C)C#CC#N,1125.1643
CC(O)C#CC#C,1109.9975
CC(O)C#CC#N,1082.9616
CC(C)C#CC=O,1162.9692
CC(O)C#CC=O,1107.6284
CC(C)CCC#C,1173.9801
CC(C)CCC#N,1144.5955
CC(C)NCC#N,1084.6075
CC(C)OCC#C,1071.282
CC(C)OCC#N,1042.7896
CC(O)CCC#C,1119.7842
CC(O)CCC#N,1088.6368
CN(C)CCC#N,1089.5602
CC(C)CCC=O,1207.8775
CC(C)CNC=O,981.46
CC(C)COC=O,1052.1515
CC(C)OCC=O,1116.4435
CC(O)CCC=O,1156.0424
CC(O)CNC=O,1017.2473
CC(O)COC=N,1011.4441
CC(O)COC=O,945.3283
CN=CNC(C)=O,1089.4461
CN=CNC(N)=O,1050.0042
CN=COC(C)=O,1036.5637
CN=COC(N)=O,996.0035
NC=[NH+]CC([O-])=O,966.6252
CN=COC(C)C,1145.7729
CC(=O)C#CCO,1157.3028
CCC#CC(C)=O,1200.2744
CCC#CC(N)=O,1161.1068
NC(=O)C#CCO,1120.1118
[NH3+]CC#CC([O-])=O,1111.0895
CC(C)C#CCO,1243.8513
CC(O)C#CCO,1202.0457
CCC#CC(C)C,1289.1717
CCC#CC(C)O,1252.8656
COC=NC(C)C,1172.7453
CC(=N)OCCO,986.6162
CC(=O)CCCO,1207.6711
CC(=O)NCCO,1008.3742
CC(=O)OCCO,969.3956
CCCCC(C)=O,1271.3575
CCCCC(N)=O,1222.1374
CCCNC(C)=O,1137.2336
CCCNC(N)=O,1138.7938
CCCOC(C)=O,1145.5681
CCCOC(N)=O,1106.8366
CC[NH2+]CC([O-])=O,983.9296
CCOCC(C)=O,1145.1515
CCOCC(N)=O,1099.2691
C[NH2+]CCC([O-])=O,945.5531
COCCC(C)=O,1175.3083
COCCC(N)=O,1129.7357
NC(=O)CCCO,1158.8734
NC(=O)NCCO,993.3409
NC(=O)OCCO,931.339
[NH3+]CCCC([O-])=O,872.2097
CC(C)CCCO,1317.5841
CC(C)OCCO,1066.9097
CC(O)CCCO,1259.7952
CCCCC(C)C,1383.4554
CCCCC(C)O,1326.5598
CCCOC(C)C,1264.1147
CCOCC(C)C,1232.7486
CCOCC(C)O,1070.8534
COCCC(C)C,1286.4754
COCCC(C)O,1230.4102
CC1(C)CCC1=O,729.1336
CC1(C)CNC1=O,703.5296
CC1(C)COC1=N,703.5227
CC1(C)COC1=O,686.7649
CC1(C)NCC1=O,706.0824
CC1(C)OCC1=O,688.4755
CC1(N)COC1=O,662.6069
CC1(O)CCC1=O,682.4644
CC1(O)CNC1=O,663.4271
CC1(O)COC1=N,663.043
CC1(O)COC1=O,648.3864
CC1(C)CCC1O,763.2153
CC1(C)OCC1O,721.569
CC1(O)CCC1O,720.2405
CC1CCC1(C)C,813.6898
CC1CCC1(C)O,769.6888
CC1COC1(C)C,771.9296
CC1OCC1(C)C,773.9021
CC1OCC1(C)O,730.4646
CC1(C)CC1C#C,825.8861
CC1(C)CC1C#N,798.1374
CC1(C)NC1C#C,811.4787
CC1(C)NC1C#N,784.5465
CC1(C)OC1C#C,795.2723
CC1(C)OC1C#N,767.8302
CC1(O)CC1C#C,781.1792
CC1(O)CC1C#N,753.5324
CC1(C)CC1C=O,857.5795
CC1(C)CN1C=O,798.8288
CC1(C)NC1C=O,835.2934
CC1(C)OC1C=O,759.8078
CC1(O)CC1C=O,812.5437
CC1(C)CC1CO,934.2472
CC1(C)NC1CO,897.7886
CC1(C)OC1CO,883.8784
CC1(O)CC1CO,887.373
CCC1CC1(C)C,989.7399
CCC1CC1(C)O,942.9933
CCC1OC1(C)C,941.7371
CCN1CC1(C)C,934.0888
COC1CC1(C)C,897.6244
COC1CC1(C)O,806.1761
CC1(C)CC=CC1,746.4522
CC1(C)CN=CO1,675.5047
CC1(O)CC=CC1,704.9867
CC1(C)CCC=C1,756.1592
CC1(C)COC=N1,681.1161
CC1(C)OCC=C1,704.2269
CC1(O)CCC=C1,715.7792
CC1(C)CCCC1,796.1568
CC1(C)CCCO1,749.0613
CC1(C)CCOC1,751.5983
CC1(C)COCO1,702.565
CC1(C)OCCO1,696.107
CC1(O)CCCC1,754.8611
CC1(O)CCOC1,713.3081
CC1(C)C(O)C1O,750.2223
CC1(O)C(O)C1O,707.3996
CC1C(C)C1(C)C,856.5319
CC1C(C)C1(C)O,813.2486
CC1C(O)C1(C)C,802.745
CC1C(O)C1(C)O,758.5937
CC1N(C)C1(C)C,819.6085
O=C(CC#C)C#C,873.4893
O=C(CC#C)C#N,851.5448
O=C(CC#N)C#C,846.9512
O=C(CC#N)C#N,825.6378
O=CC(=O)CC#C,848.8185
O=CC(=O)CC#N,868.7572
N=C(NC=O)C#C,824.0097
N=C(OC=O)C#C,833.2372
N=C(OC=O)C#N,812.3984
N=CNC(=N)C#N,871.044
N=CNC(=O)C#C,827.4768
N=COC(=O)C#C,836.116
N=COC(=O)C#N,814.4597
O=CNC(=O)C#C,805.7211
N=C(NC=O)C=O,835.7589
N=C(OC=O)C=O,858.8845
N=CNC(=N)C=O,919.8704
N=CNC(=O)C=O,841.7272
N=COC(=O)C=O,862.1107
O=CNC(=O)C=O,820.9676
CC#CC(=O)C#C,974.7892
CC#CC(=O)C#N,950.1786
CC#CC(=O)C=O,1019.8921
CC#CC(C)C#C,1049.7488
CC#CC(C)C#N,1024.0718
CC#CC(N)C#N,999.9589
CC#CC(O)C#C,1005.2562
CC#CC(O)C#N,979.765
CC#CC(C)C=O,1070.4587
CC#CC(O)C=O,1001.7488
CC(CC#C)C#C,942.8225
CC(CC#C)C#N,916.1111
CC(CC#N)C#C,915.137
CC(CC#N)C#N,888.8668
NC(CC#C)C#N,901.0198
NC(CC#N)C#C,885.3082
NC(CC#N)C#N,860.1507
OC(CC#C)C#C,904.3445
OC(CC#C)C#N,879.0547
OC(CC#N)C#C,877.2135
OC(CC#N)C#N,852.7824
CC(CC#C)C=O,952.1718
CC(CC#N)C=O,884.2781
CN(CC#C)C=O,873.245
CN(CC#N)C=O,848.3537
OC(CC#C)C=O,851.8114
OC(CC#N)C=O,873.592
CC(CC=O)C#C,965.4502
CC(CC=O)C#N,940.0741
CC(NC=O)C#C,866.1768
CC(NC=O)C#N,836.805
CC(OC=N)C#C,877.7344
CC(OC=N)C#N,856.4029
CC(OC=O)C#C,865.6651
CC(OC=O)C#N,852.8656
OC(CC=O)C#C,939.2042
OC(CC=O)C#N,895.0568
CC(CC=O)C=O,963.3698
CC(NC=O)C=O,873.0684
CC(OC=N)C=O,945.7892
CC(OC=O)C=O,924.2222
CN(CC=O)C=O,929.0995
OC(CC=O)C=O,928.2898
CN=C(C)NC=O,918.5395
CN=C(C)OC=O,919.9046
CN=C(N)NC=O,871.8481
CN=CN(C)C=O,986.4866
CC#CC(=O)CO,1092.054
CCC(=O)C#CC,1147.9697
CNC(=O)C#CC,1103.556
COC(=O)C#CC,1066.4659
CCC(=O)CC#C,1004.0902
CCC(=O)CC#N,976.7854
CNC(=O)CC#C,872.5536
CNC(=O)CC#N,844.3381
COC(=O)CC#C,921.1028
COC(=O)CC#N,893.6806
OCC(=O)CC#C,951.6106
OCC(=O)CC#N,924.4802
CCC(=N)NC=O,938.2088
CCC(=O)CC=O,1001.3994
CCC(=O)NC=N,1021.885
CCC(=O)NC=O,931.5737
CCC(=O)OC=N,977.6157
CNC(=O)CC=O,961.1479
CNC(=O)NC=N,817.129
CNC(=O)NC=O,884.9329
CNC(=O)OC=N,932.7949
COC(=N)NC=O,794.657
COC(=O)CC=O,939.3653
COC(=O)NC=N,869.7872
COC(=O)NC=O,847.1845
NCC(=O)NC=O,903.9591
NCC(=O)OC=N,950.092
OCC(=N)NC=O,871.8632
OCC(=O)CC=O,944.5711
OCC(=O)NC=N,904.6652
OCC(=O)NC=O,881.9452
OCC(=O)OC=N,924.4359
CC#CC(C)CO,1159.9415
CC#CC(O)CO,1112.4838
CCC(C)C#CC,1220.8476
CCC(O)C#CC,1175.7881
COC(C)C#CC,1146.8825
CC(CO)CC#C,1022.2116
CC(CO)CC#N,993.6555
CCC(C)CC#C,1082.5284
CCC(C)CC#N,1053.8927
CCC(O)CC#C,1037.5
CCC(O)CC#N,1009.8534
CCN(C)CC#N,992.8362
COC(C)CC#C,937.8226
COC(C)CC#N,908.6332
OCC(O)CC#C,957.6244
OCC(O)CC#N,915.5776
CC(CO)CC=O,1052.4737
CC(CO)NC=O,888.8399
CC(CO)OC=N,921.8074
CC(CO)OC=O,906.6144
CCC(C)CC=O,1111.1501
CCC(C)NC=O,915.0703
CCC(C)OC=O,954.2536
CCC(O)CC=O,1082.4836
COC(C)CC=O,995.3581
OCC(O)CC=O,991.1089
CCN=C(N)C#N,906.5553
CCN=C(N)C=O,931.9014
CCCC(=O)C#C,1042.7723
CCCC(=O)C#N,1020.6226
CCNC(=N)C#N,971.1904
CCNC(=O)C#C,937.9822
CCOC(=N)C#C,949.7339
CCOC(=N)C#N,927.172
CCOC(=O)C#C,932.2865
CCOC(=O)C#N,910.1515
CNCC(=O)C#N,885.6223
COCC(=O)C#C,960.446
COCC(=O)C#N,938.5369
OCCC(=O)C#C,982.9256
OCCC(=O)C#N,961.0852
CCCC(=O)C=O,1011.9019
CCNC(=N)C=O,1025.2984
CCNC(=O)C=O,909.7756
CCOC(=N)C=O,977.2543
CCOC(=O)C=O,899.3761
COCC(=O)C=O,927.7355
OCCC(=O)C=O,1020.1521
CCC(=O)CCO,1142.851
CCC(=O)COC,1119.7258
CCCC(=O)CC,1207.804
CCCC(=O)CO,1151.7994
CCCC(=O)NC,1147.6309
CCCC(=O)OC,1115.7103
CCNC(=O)CC,1080.9387
CCNC(=O)CO,1043.4654
CCNC(=O)NC,1078.34
CCNC(=O)OC,985.298
CCOC(=N)CC,1103.4198
CCOC(=N)CO,1044.6029
CCOC(=N)OC,1018.8532
CCOC(=O)CC,1083.288
CCOC(=O)CN,1055.0356
CCOC(=O)CO,1029.4536
CCOC(=O)NC,1038.2987
CNC(=O)CCO,1087.5512
CNC(=O)COC,1063.5931
CNCC(=O)OC,947.1382
COC(=N)CCO,1074.6688
COC(=O)CCO,1051.6852
COCC(=N)OC,867.5163
COCC(=O)CO,1065.3302
COCC(=O)OC,1030.2202
OCCC(=O)CO,1088.3156
CC(CCO)C#C,1065.1416
CC(CCO)C#N,1038.6339
CCCC(C)C#C,1124.1845
CCCC(C)C#N,1097.6249
CCCC(N)C#N,1073.8323
CCCC(O)C#C,1077.1921
CCCC(O)C#N,1052.2991
CCNC(C)C#N,1045.0942
CCOC(C)C#C,1022.7847
CCOC(C)C#N,997.2425
CNCC(O)C#N,982.5598
COCC(C)C#C,1030.1686
COCC(C)C#N,1004.2344
COCC(N)C#N,925.5466
COCC(O)C#C,936.8375
COCC(O)C#N,907.1759
NC(CCO)C#N,1014.6456
OCCC(O)C#C,1018.4298
OCCC(O)C#N,993.5637
CC(CCO)C=O,1079.6708
CCCC(C)C=O,1136.6606
CCCC(O)C=O,1079.2887
CCCN(C)C=O,1077.4188
CCOC(C)C=O,1048.3564
CN(CCO)C=O,871.617
COCC(C)C=O,993.6912
COCC(O)C=O,956.5572
OCCC(O)C=O,1020.0011
CC(CO)CCO,1170.6891
CCC(C)CCO,1234.4279
CCC(C)COC,1196.148
CCC(O)CCO,1181.6462
CCC(O)COC,1100.4745
CCCC(C)CC,1297.8598
CCCC(C)CO,1233.9153
CCCC(C)OC,1146.0763
CCCC(O)CC,1244.8852
CCCC(O)CO,1181.3562
CCOC(C)CC,1080.5854
CCOC(C)CO,1013.1638
COC(C)CCO,1090.3308
COCC(C)CO,1134.6836
COCC(C)OC,1112.8529
COCC(O)CO,1076.9996
OCCC(O)CO,1118.4464
CC(=O)C(=O)C#C,756.6609
CC(=O)C(=O)C#N,735.6062
NC(=N)C(=O)C#C,735.4016
NC(=N)C(=O)C#N,712.308
NC(=O)C(=O)C#C,719.4434
CC(=O)C(=O)C=O,724.9332
NC(=N)C(=O)C=O,757.7211
NC(=O)C(=O)C=O,744.7672
CC(=O)C(O)C#C,762.1666
CC(=O)C(O)C#N,739.2555
CC(C#C)C(C)=O,812.1279
CC(C#C)C(N)=O,783.103
CC(C#N)C(C)=O,788.893
CC(C#N)C(N)=O,756.8913
NC(=N)C(O)C#N,721.9676
NC(=O)C(O)C#C,735.0894
NC(=O)C(O)C#N,710.191
NC(C#C)C(N)=O,758.8159
[NH3+]C(C#C)C([O-])=O,747.7608
NC(C#N)C(N)=O,733.738
CC(C)C(=O)C#C,831.5516
CC(C)C(=O)C#N,808.909
CC(O)C(=O)C#C,781.4962
CC(O)C(=O)C#N,759.8649
CN(C)C(=N)C#N,783.7709
CN(C)C(=O)C#C,793.6405
CN(C)C(=O)C#N,769.1661
CC(C)C(=O)C=O,804.408
CC(O)C(=O)C=O,756.6399
CN(C)C(=N)C=O,826.9346
CN(C)C(=O)C=O,780.1238
CC(C#N)N(C)C,833.0949
CC(C)C(C)C#C,918.1293
CC(C)C(C)C#N,892.0654
CC(C)C(N)C#N,848.8007
CC(C)C(O)C#C,851.9154
CC(C)C(O)C#N,848.3348
CC(N)C(N)C#N,839.9784
CC(O)C(C)C#C,813.0934
CC(O)C(C)C#N,790.0257
CC(O)C(N)C#N,825.7495
CC(O)C(O)C#C,831.6567
CC(O)C(O)C#N,806.9968
CC(C)C(C)C=O,924.3641
CC(C)C(O)C=O,879.1915
CC(C)N(C)C=O,890.2583
CC(O)C(C)C=O,877.0456
CC(O)C(O)C=O,832.8745
CC(=O)C(O)C=O,762.5851
CC(C=O)C(C)=O,792.2381
CC(C=O)C(N)=O,760.1412
CN(C=N)C(C)=O,814.9669
CN(C=N)C(N)=O,782.3894
CN(C=O)C(C)=N,809.9073
CN(C=O)C(C)=O,793.089
CN(C=O)C(N)=N,778.9852
CN(C=O)C(N)=O,763.4856
NC(=O)C(O)C=O,727.7918
CN=C(N)C(C)=O,841.3689
CN=C(N)C(N)=O,807.0653
C[NH+]=C(N)C([O-])=O,791.4402
CC(=O)C(=O)CO,832.1298
CCC(=O)C(C)=O,890.3706
CCC(=O)C(N)=N,865.4784
CCC(=O)C(N)=O,850.4674
CNC(=N)C(C)=O,857.6672
CNC(=[NH2+])C([O-])=O,791.2849
CNC(=O)C(C)=O,841.0664
CNC(=O)C(N)=O,800.6407
COC(=O)C(C)=O,812.0644
COC(=O)C(N)=N,788.6957
COC(=O)C(N)=O,774.4123
NC(=N)C(=O)CO,813.3809
NC(=O)C(=O)CO,798.013
CC(C)C(=O)CO,911.7875
CC(O)C(=O)CO,864.0085
CCC(=O)C(C)C,970.1419
CCC(=O)C(C)O,921.8894
CCC(=O)N(C)C,929.034
CN(C)C(=O)CO,868.5575
CNC(=O)C(C)C,927.9197
CNC(=O)C(C)O,875.3358
CNC(=O)N(C)C,880.8701
COC(=O)C(C)C,886.71
COC(=O)C(C)N,856.831
COC(=O)C(C)O,837.2155
COC(=O)N(C)C,847.0436
CC(=O)C(O)CO,844.6821
CC(C[NH3+])C([O-])=O,873.4033
CC(CO)C(C)=O,904.0776
CC(CO)C(N)=O,864.1732
CCC(C)C(C)=O,960.7105
CCC(C)C(N)=O,917.7567
CCC([NH3+])C([O-])=O,880.8938
CCC(O)C(C)=O,903.554
CCC(O)C(N)=O,870.3957
CCN(C)C(C)=O,865.2535
CCN(C)C(N)=O,835.258
C[NH2+]C(C)C([O-])=O,855.5611
COC(C)C(C)=O,877.2099
COC(C)C(N)=O,845.3709
NC(=O)C(O)CO,810.3812
[NH3+]C(CO)C([O-])=O,809.7984
NC(C[NH3+])C([O-])=O,753.4158
[NH3+]CC(O)C([O-])=O,738.2968
CC(C)C(C)CO,1008.5876
CC(C)C(O)CO,957.8159
CC(O)C(C)CO,919.7378
CC(O)C(O)CO,909.1521
CCC(C)C(C)C,1068.0204
CCC(C)C(C)O,1003.9967
CCC(O)C(C)C,1017.3033
CCC(O)C(C)O,943.7099
COC(C)C(C)C,977.8871
COC(C)C(C)O,932.3201
CC1(CCC1)C#C,773.3296
CC1(CCC1)C#N,748.5932
CC1(CCN1)C#N,724.2185
CC1(CCO1)C#C,719.5951
CC1(CCO1)C#N,695.0499
CC1(COC1)C#C,734.2967
CC1(COC1)C#N,710.0499
NC1(CCC1)C#N,710.5963
NC1(CNC1)C#N,704.8508
NC1(COC1)C#N,688.6646
OC1(CCC1)C#C,715.7321
OC1(CCC1)C#N,692.3886
OC1(CNC1)C#N,688.1963
OC1(COC1)C#C,690.8396
OC1(COC1)C#N,668.6074
CC1(CCC1)C=O,773.1958
CC1(CCO1)C=O,700.5223
CC1(COC1)C=O,706.9559
OC1(CCC1)C=O,716.0438
OC1(COC1)C=O,681.1821
CC1(CO)CCC1,798.4342
CC1(CO)CCO1,740.6517
CC1(CO)COC1,762.7887
CCC1(C)CCC1,866.4448
