smiles,mu
O=C1OC=CN=C1,3.0076
O=C1OC=NC=C1,2.3383
O=C1OC=NC=N1,3.3389
CC1=CC=CC=C1,0.325
CC1=CC=NC=C1,2.5781
CC1=CN=CC=C1,2.344
CC1=CN=CC=N1,0.5825
CC1=CN=CN=C1,2.678
CC1=NC=CC=C1,1.7418
CC1=NC=CC=N1,1.565
CC1=NC=CN=C1,0.5825
CC1=NC=NC=C1,2.4107
CC1=NC=NC=N1,0.7915
NC1=CC=CC=C1,1.6318
NC1=CN=CC=C1,3.1429
NC1=CN=CC=N1,2.024
NC1=CN=CN=C1,3.7857
NC1=NC=CC=C1,1.8847
NC1=NC=CC=N1,0.6185
NC1=NC=CN=C1,2.0249
NC1=NC=NC=C1,3.6179
NC1=NC=NC=N1,2.6127
OC1=CC=CC=C1,1.255
OC1=CC=NC=C1,2.6912
OC1=CN=CC=C1,3.3459
OC1=CN=CC=N1,1.3923
OC1=CN=CN=C1,2.7383
OC1=NC=CC=C1,1.0777
OC1=NC=CC=N1,2.4022
OC1=NC=CN=C1,1.3923
OC1=NC=NC=C1,1.3708
OC1=NC=NC=N1,1.4464
CC1=C(C)C=CN1,1.7538
CC1=C(C)C=CO1,0.7256
CC1=C(C)N=CN1,3.4972
CC1=C(C)N=CO1,1.8213
CC1=C(N)C=CN1,1.4211
CC1=C(N)C=CO1,1.5904
CC1=C(N)N=CO1,1.819
CC1=C(N)NC=C1,1.0524
CC1=C(N)OC=C1,1.5911
CC1=C(N)OC=N1,2.2985
CC1=C(O)C=CN1,1.4469
CC1=C(O)C=CO1,1.5353
CC1=C(O)N=CN1,2.7987
CC1=C(O)N=CO1,0.4735
CC1=C(O)NC=C1,0.8011
CC1=C(O)NC=N1,2.6012
NC1=C(N)C=CO1,1.0632
NC1=C(N)N=CO1,1.5706
NC1=C(O)C=CN1,0.5059
NC1=C(O)C=CO1,0.8686
NC1=C(O)N=CN1,1.8025
NC1=C(O)N=CO1,0.9287
NC1=C(O)NC=C1,0.4919
NC1=C(O)NC=N1,1.4602
NC1=C(O)OC=C1,0.5369
OC1=C(O)C=CN1,1.2175
OC1=C(O)N=CN1,1.6377
CC1=CNC=C1C,1.553
CC1=CNC=C1N,1.7114
CC1=CNC=C1O,1.7284
CC1=COC=C1C,1.0697
CC1=COC=C1N,1.8042
NC1=CNC=C1N,1.2377
NC1=CNC=C1O,3.1268
NC1=COC=C1N,1.5036
OC1=CNC=C1O,2.9398
CN1C=CC=C1C,2.0775
CN1C=CC=C1N,1.725
CN1C=CC=C1O,1.1867
CN1C=CN=C1C,3.7673
CN1C=CN=C1O,2.452
CN1C=NC=C1C,4.0475
CN1C=NC=C1O,3.2284
CN1C=CNC1=O,3.4953
CN1C=COC1=N,3.115
CN1C=COC1=O,4.5793
C#CC1=CC=CN1,1.6894
C#CC1=CC=CO1,0.9458
C#CC1=CN=CN1,3.156
C#CC1=CN=CO1,1.2645
C#CC1=NC=CN1,3.6066
C#CC1=NC=CO1,1.4875
N#CC1=CC=CN1,4.4099
N#CC1=CC=CO1,4.7027
N#CC1=CN=CN1,3.5836
N#CC1=CN=CO1,2.7733
N#CC1=NC=CN1,5.4748
N#CC1=NC=CO1,4.7347
C#CC1=CNC=C1,2.834
C#CC1=CNC=N1,4.1333
C#CC1=COC=C1,0.4381
C#CC1=COC=N1,1.6111
N#CC1=CNC=C1,6.359
N#CC1=CNC=N1,7.3289
N#CC1=COC=C1,3.9819
N#CC1=COC=N1,4.6457
O=CC1=CC=CN1,4.3627
O=CC1=CC=CO1,4.0399
O=CC1=CN=CN1,4.5223
O=CC1=CN=CO1,1.8419
O=CC1=NC=CN1,5.8712
O=CC1=NC=CO1,4.3222
O=CC1=CNC=C1,4.6613
O=CC1=CNC=N1,6.8913
O=CC1=COC=C1,3.0141
O=CC1=COC=N1,4.2594
O=CN1C=CC=C1,2.3278
O=CN1C=CN=C1,2.9341
CN=C1NC=CO1,3.1203
CN=C1OC=CO1,3.0669
CCC1=CC=CN1,1.8514
CCC1=CC=CO1,0.4655
CCC1=CN=CO1,2.097
CCC1=NC=CN1,3.4175
CCC1=NC=CO1,1.3811
CNC1=CC=CN1,1.4034
CNC1=CC=CO1,1.5031
CNC1=CN=CO1,3.0627
CNC1=NC=CO1,1.8321
COC1=CC=CN1,3.0463
COC1=CC=CO1,1.0339
COC1=CN=CN1,3.1775
COC1=CN=CO1,2.8014
COC1=NC=CN1,2.1716
COC1=NC=CO1,0.2234
NCC1=NC=CO1,1.6418
OCC1=CC=CN1,2.1981
OCC1=CC=CO1,1.3285
OCC1=CN=CN1,4.8687
OCC1=CN=CO1,1.7385
OCC1=NC=CN1,3.2061
OCC1=NC=CO1,2.6712
CCC1=CNC=C1,1.7799
CCC1=CNC=N1,3.33
CCC1=COC=C1,0.8155
CCC1=COC=N1,1.3152
CNC1=CNC=C1,1.3933
CNC1=CNC=N1,2.7506
CNC1=COC=C1,1.735
CNC1=COC=N1,1.601
COC1=CNC=C1,2.4475
COC1=CNC=N1,2.5599
COC1=COC=C1,0.9543
COC1=COC=N1,0.1961
OCC1=CNC=C1,2.786
OCC1=CNC=N1,2.0241
OCC1=COC=C1,1.4662
OCC1=COC=N1,1.1142
CCN1C=CC=C1,2.0863
CCN1C=CN=C1,4.0161
C1CC2=CC=CN12,2.0543
C1CC2=CN=CN12,4.057
C1CC2=NC=CN12,3.7353
CC#CC(C)(C)C,0.1784
CC#CC(C)(C)O,1.3077
CC(C)(C)CC#C,0.6059
CC(C)(C)CC#N,3.9293
CC(C)(O)CC#C,1.8257
CC(C)(O)CC#N,4.8099
CC(C)(C)CC=O,2.673
CC(C)(C)NC=O,3.6006
CC(C)(C)OC=O,4.3411
CC(C)(O)CC=O,3.4854
CC(C)(C)CCO,1.3499
CC(C)(O)CCO,0.1324
CCCC(C)(C)C,0.0484
CCCC(C)(C)O,1.2727
CCOC(C)(C)C,0.9971
COCC(C)(C)C,0.9723
COCC(C)(C)O,0.3832
CC(=O)C(C)(C)C,2.5974
CC(=O)C(C)(C)O,2.5591
CC(C)(C)C(N)=O,3.3918
CC(C)([NH3+])C([O-])=O,5.0399
CC(C)(O)C(N)=O,4.672
CC(C)C(C)(C)C,0.0493
CC(C)C(C)(C)O,1.3142
CC(O)C(C)(C)C,1.4315
CC(O)C(C)(C)O,1.6833
CC(=N)NC(C)=O,5.0811
CC(=N)NC(N)=O,5.6702
CC(=N)OC(C)=O,2.203
CC(=N)OC(N)=O,4.0603
CC(=O)CC(C)=O,1.4832
CC(=O)CC(N)=O,2.5427
CC(=O)NC(C)=O,5.8524
CC(=O)NC(N)=N,0.6907
CC(=O)NC(N)=O,6.0988
NC(=[NH2+])CC([O-])=O,0.6587
NC(=O)CC(N)=O,3.3056
NC(=O)NC(N)=O,5.8161
CC(C)CC(C)=O,2.4533
CC(C)CC(N)=O,3.3356
CC(C)NC(C)=O,3.4322
CC(C)NC(N)=O,3.3841
CC(C)OC(C)=O,1.851
CC(C)OC(N)=O,2.2997
CC([NH3+])CC([O-])=O,6.4355
CC(O)CC(C)=O,3.5646
CC(O)CC(N)=O,4.7725
C[NH+](C)CC([O-])=O,5.0268
CC(C)CC(C)C,0.0889
CC(C)CC(C)O,1.3628
CC(C)OC(C)C,1.0249
CC(O)CC(C)O,0.5234
CC1(C)CC(=N)O1,3.0346
CC1(C)CC(=O)C1,2.9233
CC1(C)CC(=O)N1,3.9727
CC1(C)CC(=O)O1,4.3041
CC1(O)CC(=O)C1,3.2015
CC1(C)CC(O)C1,1.5303
CC1(O)CC(O)C1,0.459
CC1CC(C)(C)C1,0.0846
CC1CC(C)(C)O1,1.5121
CC1CC(C)(O)C1,1.3766
CN1CC(C)(O)C1,1.9153
CC1(C)CC1(C)C,0.0814
CC1(C)CC1(C)O,1.2791
CC1(C)OC1(C)C,1.7675
CC1(O)CC1(C)O,2.4283
CC12CC(C)(C1)C2,0.0002
CC12CC(C)(C1)O2,1.6818
CC12CC(O)(C1)C2,1.4144
OC12CC(O)(C1)C2,1.2552
CC(C)(C#C)C#C,0.6206
CC(C)(C#C)C#N,3.8233
CC(C)(C#N)C#N,4.3801
CC(N)(C#C)C#N,2.6809
CC(N)(C#N)C#N,3.8645
CC(O)(C#C)C#C,1.0521
CC(O)(C#C)C#N,3.2896
CC(O)(C#N)C#N,2.7538
CC(C)(C=O)C#C,2.2331
CC(C)(C=O)C#N,2.9908
CC(O)(C=O)C#C,2.8796
CC(O)(C=O)C#N,3.7367
CC(C)(C=O)C=O,3.471
CC(O)(C=O)C=O,0.8963
CC(C)(CO)C#C,1.2828
CC(C)(CO)C#N,3.7159
CC(N)(CN)C#N,4.8411
CC(N)(CO)C#N,2.6311
CC(O)(CN)C#N,5.7183
CC(O)(CO)C#C,2.0516
CC(O)(CO)C#N,4.8329
CCC(C)(C)C#C,0.6494
CCC(C)(C)C#N,4.0456
CCC(C)(N)C#N,4.6215
CCC(C)(O)C#C,1.1577
CCC(C)(O)C#N,3.3517
CNC(C)(C)C#N,4.2439
COC(C)(C)C#C,1.4882
COC(C)(C)C#N,4.7434
CC(C)(CO)C=O,2.6858
CC(O)(CO)C=O,3.0185
CCC(C)(C)C=O,2.64
CCC(C)(O)C=O,2.8744
COC(C)(C)C=O,2.7111
CC(C)(CO)CO,2.6199
CC(O)(CO)CO,3.2052
CCC(C)(C)CC,0.0668
CCC(C)(C)CO,1.3701
CCC(C)(C)OC,1.0638
CCC(C)(O)CC,1.3308
CCC(C)(O)CO,2.265
COC(C)(C)CO,0.3321
CC#CCC(C)=O,2.3414
CC#CCC(N)=O,3.2208
CC#CCC(C)C,0.1818
CC#CCC(C)O,1.5386
CC(=O)C#CC#C,3.0502
CC(=O)C#CC#N,3.6118
NC(=O)C#CC#C,3.7399
NC(=O)C#CC#N,4.9028
CC(=O)C#CC=O,2.9665
NC(=O)C#CC=O,3.6824
CC(=N)OCC#C,1.3863
CC(=N)OCC#N,1.9312
CC(=O)CCC#C,2.4369
CC(=O)CCC#N,3.8066
CC(=O)NCC#C,3.261
CC(=O)NCC#N,3.9932
CC(=O)OCC#C,1.5599
CC(=O)OCC#N,2.8236
NC(=O)CCC#C,3.5015
NC(=O)CCC#N,4.8662
NC(=O)NCC#C,3.4698
NC(=O)NCC#N,4.1819
NC(=O)OCC#C,2.2526
NC(=O)OCC#N,4.0484
CC(=N)OCC=O,3.7148
CC(=O)CCC=O,3.4013
CC(=O)CNC=O,2.8014
CC(=O)COC=N,4.8085
CC(=O)COC=O,5.8203
CC(=O)NCC=O,3.6554
CC(=O)OCC=O,2.8437
NC(=O)CCC=O,4.4272
NC(=O)CNC=O,3.8149
NC(=O)COC=N,5.4071
NC(=O)COC=O,6.769
NC(=O)NCC=O,4.2342
NC(=O)OCC=O,3.9862
[O-]C(=O)CNC=[NH2+],6.8847
CC(C)C#CC#C,1.2253
CC(C)C#CC#N,5.3498
CC(O)C#CC#C,1.3096
CC(O)C#CC#N,4.2762
CC(C)C#CC=O,3.8667
CC(O)C#CC=O,3.0147
CC(C)CCC#C,0.864
CC(C)CCC#N,4.2459
CC(C)NCC#N,4.2551
CC(C)OCC#C,1.3646
CC(C)OCC#N,4.7243
CC(O)CCC#C,1.487
CC(O)CCC#N,4.0705
CN(C)CCC#N,4.1615
CC(C)CCC=O,2.8513
CC(C)CNC=O,3.6758
CC(C)COC=O,4.0394
CC(C)OCC=O,3.0075
CC(O)CCC=O,3.3221
CC(O)CNC=O,3.6492
CC(O)COC=N,2.254
CC(O)COC=O,5.3405
CN=CNC(C)=O,2.0056
CN=CNC(N)=O,2.7619
CN=COC(C)=O,0.455
CN=COC(N)=O,1.7184
NC=[NH+]CC([O-])=O,7.2557
CN=COC(C)C,2.9358
CC(=O)C#CCO,4.7432
CCC#CC(C)=O,3.5208
CCC#CC(N)=O,3.9461
NC(=O)C#CCO,5.3033
[NH3+]CC#CC([O-])=O,5.3628
CC(C)C#CCO,1.2842
CC(O)C#CCO,1.5467
CCC#CC(C)C,0.088
CCC#CC(C)O,1.8282
COC=NC(C)C,2.7971
CC(=N)OCCO,1.2514
CC(=O)CCCO,3.8961
CC(=O)NCCO,3.6552
CC(=O)OCCO,1.8227
CCCCC(C)=O,2.5767
CCCCC(N)=O,3.43
CCCNC(C)=O,3.4726
CCCNC(N)=O,3.6036
CCCOC(C)=O,2.0071
CCCOC(N)=O,2.462
CC[NH2+]CC([O-])=O,5.3151
CCOCC(C)=O,3.4626
CCOCC(N)=O,4.1238
C[NH2+]CCC([O-])=O,6.1962
COCCC(C)=O,1.5782
COCCC(N)=O,2.5104
NC(=O)CCCO,4.6
NC(=O)NCCO,4.0322
NC(=O)OCCO,2.9228
[NH3+]CCCC([O-])=O,6.8096
CC(C)CCCO,1.299
CC(C)OCCO,2.3094
CC(O)CCCO,1.7364
CCCCC(C)C,0.0577
CCCCC(C)O,1.4237
CCCOC(C)C,0.9066
CCOCC(C)C,0.8536
CCOCC(C)O,2.2405
COCCC(C)C,1.0262
COCCC(C)O,0.4474
CC1(C)CCC1=O,2.6086
CC1(C)CNC1=O,3.4842
CC1(C)COC1=N,2.4567
CC1(C)COC1=O,3.9969
CC1(C)NCC1=O,2.4752
CC1(C)OCC1=O,1.0703
CC1(N)COC1=O,4.1989
CC1(O)CCC1=O,2.0822
CC1(O)CNC1=O,2.5062
CC1(O)COC1=N,1.4261
CC1(O)COC1=O,3.314
CC1(C)CCC1O,1.2635
CC1(C)OCC1O,2.2041
CC1(O)CCC1O,1.0048
CC1CCC1(C)C,0.0751
CC1CCC1(C)O,1.2493
CC1COC1(C)C,1.7334
CC1OCC1(C)C,1.7442
CC1OCC1(C)O,2.3266
CC1(C)CC1C#C,0.9315
CC1(C)CC1C#N,4.3317
CC1(C)NC1C#C,1.8398
CC1(C)NC1C#N,4.9807
CC1(C)OC1C#C,1.8213
CC1(C)OC1C#N,4.0657
CC1(O)CC1C#C,1.8006
CC1(O)CC1C#N,4.5946
CC1(C)CC1C=O,3.3742
CC1(C)CN1C=O,3.7136
CC1(C)NC1C=O,3.3484
CC1(C)OC1C=O,3.3635
CC1(O)CC1C=O,4.244
CC1(C)CC1CO,1.3945
CC1(C)NC1CO,2.4163
CC1(C)OC1CO,2.1917
CC1(O)CC1CO,1.9707
CCC1CC1(C)C,0.1119
CCC1CC1(C)O,1.2841
CCC1OC1(C)C,1.7349
CCN1CC1(C)C,1.0894
COC1CC1(C)C,0.965
COC1CC1(C)O,0.8854
CC1(C)CC=CC1,0.1035
CC1(C)CN=CO1,1.9532
CC1(O)CC=CC1,1.2871
CC1(C)CCC=C1,0.1198
CC1(C)COC=N1,1.4328
CC1(C)OCC=C1,1.3834
CC1(O)CCC=C1,1.3288
CC1(C)CCCC1,0.0504
CC1(C)CCCO1,1.4135
CC1(C)CCOC1,1.4972
CC1(C)COCO1,1.2671
CC1(C)OCCO1,0.7558
CC1(O)CCCC1,1.2861
CC1(O)CCOC1,1.1467
CC1(C)C(O)C1O,1.9606
CC1(O)C(O)C1O,0.9839
CC1C(C)C1(C)C,0.0569
CC1C(C)C1(C)O,1.3601
CC1C(O)C1(C)C,1.2775
CC1C(O)C1(C)O,1.0529
CC1N(C)C1(C)C,1.2476
O=C(CC#C)C#C,2.9432
O=C(CC#C)C#N,3.0728
O=C(CC#N)C#C,5.8999
O=C(CC#N)C#N,2.5898
O=CC(=O)CC#C,0.572
O=CC(=O)CC#N,4.818
N=C(NC=O)C#C,5.2935
N=C(OC=O)C#C,4.1393
N=C(OC=O)C#N,2.7129
N=CNC(=N)C#N,1.8946
N=CNC(=O)C#C,5.1914
N=COC(=O)C#C,0.8115
N=COC(=O)C#N,3.5985
O=CNC(=O)C#C,5.7352
N=C(NC=O)C=O,4.8725
N=C(OC=O)C=O,1.2731
N=CNC(=N)C=O,1.1294
N=CNC(=O)C=O,6.2626
N=COC(=O)C=O,2.0651
O=CNC(=O)C=O,5.8384
CC#CC(=O)C#C,3.8542
CC#CC(=O)C#N,5.2638
CC#CC(=O)C=O,5.6058
CC#CC(C)C#C,0.7609
CC#CC(C)C#N,4.1576
CC#CC(N)C#N,5.0112
CC#CC(O)C#C,1.9816
CC#CC(O)C#N,4.1824
CC#CC(C)C=O,2.8947
CC#CC(O)C=O,2.7775
CC(CC#C)C#C,0.1459
CC(CC#C)C#N,3.5402
CC(CC#N)C#C,3.4211
CC(CC#N)C#N,0.6891
NC(CC#C)C#N,2.3425
NC(CC#N)C#C,3.1706
NC(CC#N)C#N,0.9885
OC(CC#C)C#C,1.5976
OC(CC#C)C#N,2.8469
OC(CC#N)C#C,4.8335
OC(CC#N)C#N,1.4164
CC(CC#C)C=O,2.2671
CC(CC#N)C=O,3.0734
CN(CC#C)C=O,3.4414
CN(CC#N)C=O,3.2465
OC(CC#C)C=O,1.8451
OC(CC#N)C=O,4.1242
CC(CC=O)C#C,2.1768
CC(CC=O)C#N,2.3599
CC(NC=O)C#C,3.32
CC(NC=O)C#N,3.6016
CC(OC=N)C#C,3.2872
CC(OC=N)C#N,3.401
CC(OC=O)C#C,3.9195
CC(OC=O)C#N,4.1997
OC(CC=O)C#C,3.1219
OC(CC=O)C#N,1.3957
CC(CC=O)C=O,0.5858
CC(NC=O)C=O,2.863
CC(OC=N)C=O,3.0597
CC(OC=O)C=O,2.3722
CN(CC=O)C=O,1.2395
OC(CC=O)C=O,1.7229
CN=C(C)NC=O,1.7589
CN=C(C)OC=O,4.3756
CN=C(N)NC=O,0.6445
CN=CN(C)C=O,2.6154
CC#CC(=O)CO,4.7561
CCC(=O)C#CC,3.4237
CNC(=O)C#CC,3.9779
COC(=O)C#CC,2.2415
CCC(=O)CC#C,2.7209
CCC(=O)CC#N,5.6727
CNC(=O)CC#C,3.1768
CNC(=O)CC#N,1.1437
COC(=O)CC#C,2.0283
COC(=O)CC#N,5.3249
OCC(=O)CC#C,4.03
OCC(=O)CC#N,6.6869
CCC(=N)NC=O,4.5508
CCC(=O)CC=O,2.6304
CCC(=O)NC=N,1.6873
CCC(=O)NC=O,5.5391
CCC(=O)OC=N,1.0736
CNC(=O)CC=O,3.7723
CNC(=O)NC=N,3.1627
CNC(=O)NC=O,6.333
CNC(=O)OC=N,2.2159
COC(=N)NC=O,2.7669
COC(=O)CC=O,2.9146
COC(=O)NC=N,3.9863
COC(=O)NC=O,4.8191
NCC(=O)NC=O,4.4142
NCC(=O)OC=N,1.2698
OCC(=N)NC=O,4.268
OCC(=O)CC=O,3.4324
OCC(=O)NC=N,6.3213
OCC(=O)NC=O,6.8724
OCC(=O)OC=N,1.4382
CC#CC(C)CO,1.4622
CC#CC(O)CO,3.0776
CCC(C)C#CC,0.1229
CCC(O)C#CC,1.8851
COC(C)C#CC,0.9536
CC(CO)CC#C,1.7586
CC(CO)CC#N,4.9239
CCC(C)CC#C,0.744
CCC(C)CC#N,4.0941
CCC(O)CC#C,1.7323
CCC(O)CC#N,4.9708
CCN(C)CC#N,4.1783
COC(C)CC#C,1.4918
COC(C)CC#N,4.4834
OCC(O)CC#C,2.0606
OCC(O)CC#N,4.2798
CC(CO)CC=O,3.2548
CC(CO)NC=O,4.2236
CC(CO)OC=N,3.3866
CC(CO)OC=O,3.2115
CCC(C)CC=O,2.8115
CCC(C)NC=O,3.6266
CCC(C)OC=O,4.0656
CCC(O)CC=O,3.2998
COC(C)CC=O,3.2661
OCC(O)CC=O,1.3133
CCN=C(N)C#N,5.0519
CCN=C(N)C=O,2.7291
CCCC(=O)C#C,2.6768
CCCC(=O)C#N,3.6593
CCNC(=N)C#N,3.3126
CCNC(=O)C#C,3.6583
CCOC(=N)C#C,0.8369
CCOC(=N)C#N,3.1179
CCOC(=O)C#C,1.9938
CCOC(=O)C#N,4.3984
CNCC(=O)C#N,2.7295
COCC(=O)C#C,3.7987
COCC(=O)C#N,4.0629
OCCC(=O)C#C,1.4015
OCCC(=O)C#N,3.686
CCCC(=O)C=O,1.1132
CCNC(=N)C=O,3.8249
CCNC(=O)C=O,2.322
CCOC(=N)C=O,2.5046
CCOC(=O)C=O,1.9397
COCC(=O)C=O,1.7598
OCCC(=O)C=O,3.2106
CCC(=O)CCO,1.1385
CCC(=O)COC,3.4827
CCCC(=O)CC,2.426
CCCC(=O)CO,3.762
CCCC(=O)NC,3.3426
CCCC(=O)OC,1.5546
CCNC(=O)CC,3.3798
CCNC(=O)CO,4.4501
CCNC(=O)NC,3.5615
CCNC(=O)OC,2.2518
CCOC(=N)CC,1.2804
CCOC(=N)CO,2.4553
CCOC(=N)OC,1.2128
CCOC(=O)CC,1.8144
CCOC(=O)CN,1.8885
CCOC(=O)CO,3.1154
CCOC(=O)NC,2.3745
CNC(=O)CCO,2.2747
CNC(=O)COC,4.1765
CNCC(=O)OC,1.5408
COC(=N)CCO,1.3017
COC(=O)CCO,0.36
COCC(=N)OC,2.1624
COCC(=O)CO,4.7834
COCC(=O)OC,2.6142
OCCC(=O)CO,2.4739
CC(CCO)C#C,1.8599
CC(CCO)C#N,5.0868
CCCC(C)C#C,0.7621
CCCC(C)C#N,4.1508
CCCC(N)C#N,2.9389
CCCC(O)C#C,1.2753
CCCC(O)C#N,3.4606
CCNC(C)C#N,4.4484
CCOC(C)C#C,1.313
CCOC(C)C#N,4.5961
CNCC(O)C#N,5.659
COCC(C)C#C,1.0016
COCC(C)C#N,3.797
COCC(N)C#N,3.3999
COCC(O)C#C,1.8302
COCC(O)C#N,3.945
NC(CCO)C#N,3.9247
OCCC(O)C#C,0.4306
OCCC(O)C#N,3.9866
CC(CCO)C=O,3.4376
CCCC(C)C=O,2.8143
CCCC(O)C=O,2.2077
CCCN(C)C=O,3.9066
CCOC(C)C=O,2.8558
CN(CCO)C=O,3.3262
COCC(C)C=O,1.6698
COCC(O)C=O,2.5129
OCCC(O)C=O,1.9251
CC(CO)CCO,0.1428
CCC(C)CCO,1.3242
CCC(C)COC,0.9803
CCC(O)CCO,0.2392
CCC(O)COC,1.8129
CCCC(C)CC,0.0449
CCCC(C)CO,1.2822
CCCC(C)OC,1.0487
CCCC(O)CC,1.3566
CCCC(O)CO,2.3595
CCOC(C)CC,0.9463
CCOC(C)CO,2.262
COC(C)CCO,1.8037
COCC(C)CO,2.2837
COCC(C)OC,0.1877
COCC(O)CO,3.1223
OCCC(O)CO,2.2295
CC(=O)C(=O)C#C,0.3006
CC(=O)C(=O)C#N,3.8243
NC(=N)C(=O)C#C,1.8806
NC(=N)C(=O)C#N,5.7198
NC(=O)C(=O)C#C,0.844
CC(=O)C(=O)C=O,2.0069
NC(=N)C(=O)C=O,4.7634
NC(=O)C(=O)C=O,3.4036
CC(=O)C(O)C#C,2.9118
CC(=O)C(O)C#N,3.6266
CC(C#C)C(C)=O,2.152
CC(C#C)C(N)=O,3.0247
CC(C#N)C(C)=O,2.3072
CC(C#N)C(N)=O,0.7632
NC(=N)C(O)C#N,3.8445
NC(=O)C(O)C#C,4.0183
NC(=O)C(O)C#N,3.8481
NC(C#C)C(N)=O,3.4126
[NH3+]C(C#C)C([O-])=O,4.9929
NC(C#N)C(N)=O,2.2356
CC(C)C(=O)C#C,2.7723
CC(C)C(=O)C#N,3.6223
CC(O)C(=O)C#C,3.1403
CC(O)C(=O)C#N,1.6656
CN(C)C(=N)C#N,3.2371
CN(C)C(=O)C#C,3.6272
CN(C)C(=O)C#N,5.0952
CC(C)C(=O)C=O,1.1384
CC(O)C(=O)C=O,0.9633
CN(C)C(=N)C=O,3.5222
CN(C)C(=O)C=O,2.6207
CC(C#N)N(C)C,4.1669
CC(C)C(C)C#C,0.6217
CC(C)C(C)C#N,3.9675
CC(C)C(N)C#N,2.8133
CC(C)C(O)C#C,1.3225
CC(C)C(O)C#N,3.3111
CC(N)C(N)C#N,4.0257
CC(O)C(C)C#C,1.2181
CC(O)C(C)C#N,3.0848
CC(O)C(N)C#N,3.9686
CC(O)C(O)C#C,0.1804
CC(O)C(O)C#N,3.9552
CC(C)C(C)C=O,2.7421
CC(C)C(O)C=O,2.2998
CC(C)N(C)C=O,3.9248
CC(O)C(C)C=O,3.0994
CC(O)C(O)C=O,2.3282
CC(=O)C(O)C=O,4.2076
CC(C=O)C(C)=O,1.7101
CC(C=O)C(N)=O,1.6866
CN(C=N)C(C)=O,2.0631
CN(C=N)C(N)=O,2.8892
CN(C=O)C(C)=N,3.2383
CN(C=O)C(C)=O,1.778
CN(C=O)C(N)=N,3.9929
CN(C=O)C(N)=O,4.7493
NC(=O)C(O)C=O,1.8522
CN=C(N)C(C)=O,1.9489
CN=C(N)C(N)=O,1.7515
C[NH+]=C(N)C([O-])=O,8.8749
CC(=O)C(=O)CO,2.0674
CCC(=O)C(C)=O,0.1453
CCC(=O)C(N)=N,1.8503
CCC(=O)C(N)=O,1.165
CNC(=N)C(C)=O,0.6274
CNC(=[NH2+])C([O-])=O,8.8758
CNC(=O)C(C)=O,1.2761
CNC(=O)C(N)=O,0.2161
COC(=O)C(C)=O,1.3223
COC(=O)C(N)=N,1.4007
COC(=O)C(N)=O,1.9931
NC(=N)C(=O)CO,2.3341
NC(=O)C(=O)CO,0.7074
CC(C)C(=O)CO,2.928
CC(O)C(=O)CO,1.731
CCC(=O)C(C)C,2.4591
CCC(=O)C(C)O,2.8996
CCC(=O)N(C)C,3.3917
CN(C)C(=O)CO,4.4338
CNC(=O)C(C)C,3.3594
CNC(=O)C(C)O,4.1609
CNC(=O)N(C)C,3.6703
COC(=O)C(C)C,1.6828
COC(=O)C(C)N,2.0557
COC(=O)C(C)O,2.7792
COC(=O)N(C)C,2.2499
CC(=O)C(O)CO,2.2935
CC(C[NH3+])C([O-])=O,14.6499
CC(CO)C(C)=O,1.3506
CC(CO)C(N)=O,2.3876
CCC(C)C(C)=O,2.5242
CCC(C)C(N)=O,3.3976
CCC([NH3+])C([O-])=O,5.082
CCC(O)C(C)=O,2.8471
CCC(O)C(N)=O,3.9902
CCN(C)C(C)=O,3.4689
CCN(C)C(N)=O,3.5809
C[NH2+]C(C)C([O-])=O,5.0747
COC(C)C(C)=O,2.6932
COC(C)C(N)=O,3.3432
NC(=O)C(O)CO,3.4994
[NH3+]C(CO)C([O-])=O,4.4441
NC(C[NH3+])C([O-])=O,4.6037
[NH3+]CC(O)C([O-])=O,3.9333
CC(C)C(C)CO,1.3709
CC(C)C(O)CO,2.4166
CC(O)C(C)CO,2.0779
CC(O)C(O)CO,1.4463
CCC(C)C(C)C,0.0663
CCC(C)C(C)O,1.399
CCC(O)C(C)C,1.4485
CCC(O)C(C)O,2.3042
COC(C)C(C)C,0.9884
COC(C)C(C)O,1.8458
CC1(CCC1)C#C,0.7015
CC1(CCC1)C#N,4.1171
CC1(CCN1)C#N,4.7968
CC1(CCO1)C#C,1.7358
CC1(CCO1)C#N,4.2051
CC1(COC1)C#C,1.4015
CC1(COC1)C#N,2.9229
NC1(CCC1)C#N,2.904
NC1(CNC1)C#N,1.852
NC1(COC1)C#N,2.2355
OC1(CCC1)C#C,1.1014
OC1(CCC1)C#N,3.1446
OC1(CNC1)C#N,2.4548
OC1(COC1)C#C,2.3075
OC1(COC1)C#N,2.2852
CC1(CCC1)C=O,2.7295
CC1(CCO1)C=O,2.0204
CC1(COC1)C=O,3.0523
OC1(CCC1)C=O,2.3577
OC1(COC1)C=O,0.5876
CC1(CO)CCC1,1.3245
CC1(CO)CCO1,2.4479
CC1(CO)COC1,2.2135
CCC1(C)CCC1,0.051
CCC1(C)CCO1,1.566
CCC1(C)COC1,1.9318
CCC1(O)CCC1,1.3946
CCC1(O)COC1,0.7382
COC1(C)CCC1,1.0526
COC1(C)COC1,2.1778
OCC1(O)CCC1,2.2653
OCC1(O)COC1,3.1841
CC#CC1(C)CC1,0.0587
CC#CC1(C)CN1,1.7996
CC#CC1(C)CO1,1.9962
CC#CC1(O)CC1,1.6153
