smiles,gap
O=C1OC=CN=C1,0.1722
O=C1OC=NC=C1,0.1966
O=C1OC=NC=N1,0.2008
CC1=CC=CC=C1,0.2407
CC1=CC=NC=C1,0.2312
CC1=CN=CC=C1,0.2272
CC1=CN=CC=N1,0.1969
CC1=CN=CN=C1,0.2099
CC1=NC=CC=C1,0.2276
CC1=NC=CC=N1,0.2082
CC1=NC=CN=C1,0.1969
CC1=NC=NC=C1,0.2122
CC1=NC=NC=N1,0.2184
NC1=CC=CC=C1,0.2077
NC1=CN=CC=C1,0.1987
NC1=CN=CC=N1,0.1881
NC1=CN=CN=C1,0.1943
NC1=NC=CC=C1,0.2008
NC1=NC=CC=N1,0.1989
NC1=NC=CN=C1,0.1881
NC1=NC=NC=C1,0.218
NC1=NC=NC=N1,0.2191
OC1=CC=CC=C1,0.2201
OC1=CC=NC=C1,0.2417
OC1=CN=CC=C1,0.2118
OC1=CN=CC=N1,0.2013
OC1=CN=CN=C1,0.2084
OC1=NC=CC=C1,0.2133
OC1=NC=CC=N1,0.2146
OC1=NC=CN=C1,0.2013
OC1=NC=NC=C1,0.2284
OC1=NC=NC=N1,0.2238
CC1=C(C)C=CN1,0.2415
CC1=C(C)C=CO1,0.2348
CC1=C(C)N=CN1,0.2443
CC1=C(C)N=CO1,0.2382
CC1=C(N)C=CN1,0.2267
CC1=C(N)C=CO1,0.2175
CC1=C(N)N=CO1,0.2099
CC1=C(N)NC=C1,0.248
CC1=C(N)OC=C1,0.2209
CC1=C(N)OC=N1,0.2398
CC1=C(O)C=CN1,0.2278
CC1=C(O)C=CO1,0.2208
CC1=C(O)N=CN1,0.224
CC1=C(O)N=CO1,0.2168
CC1=C(O)NC=C1,0.2353
CC1=C(O)NC=N1,0.2407
NC1=C(N)C=CO1,0.2168
NC1=C(N)N=CO1,0.2186
NC1=C(O)C=CN1,0.2349
NC1=C(O)C=CO1,0.2153
NC1=C(O)N=CN1,0.2308
NC1=C(O)N=CO1,0.2146
NC1=C(O)NC=C1,0.2392
NC1=C(O)NC=N1,0.2385
NC1=C(O)OC=C1,0.2165
OC1=C(O)C=CN1,0.232
OC1=C(O)N=CN1,0.2198
CC1=CNC=C1C,0.2512
CC1=CNC=C1N,0.2329
CC1=CNC=C1O,0.2382
CC1=COC=C1C,0.243
CC1=COC=C1N,0.2272
NC1=CNC=C1N,0.2348
NC1=CNC=C1O,0.23
NC1=COC=C1N,0.2312
OC1=CNC=C1O,0.2395
CN1C=CC=C1C,0.2421
CN1C=CC=C1N,0.2363
CN1C=CC=C1O,0.24
CN1C=CN=C1C,0.2471
CN1C=CN=C1O,0.2485
CN1C=NC=C1C,0.2483
CN1C=NC=C1O,0.2454
CN1C=CNC1=O,0.2293
CN1C=COC1=N,0.2172
CN1C=COC1=O,0.2355
C#CC1=CC=CN1,0.202
C#CC1=CC=CO1,0.1969
C#CC1=CN=CN1,0.208
C#CC1=CN=CO1,0.203
C#CC1=NC=CN1,0.2049
C#CC1=NC=CO1,0.2013
N#CC1=CC=CN1,0.2101
N#CC1=CC=CO1,0.2057
N#CC1=CN=CN1,0.2175
N#CC1=CN=CO1,0.214
N#CC1=NC=CN1,0.2111
N#CC1=NC=CO1,0.208
C#CC1=CNC=C1,0.2222
C#CC1=CNC=N1,0.2231
C#CC1=COC=C1,0.2173
C#CC1=COC=N1,0.2184
N#CC1=CNC=C1,0.2296
N#CC1=CNC=N1,0.2339
N#CC1=COC=C1,0.224
N#CC1=COC=N1,0.2302
O=CC1=CC=CN1,0.1863
O=CC1=CC=CO1,0.1894
O=CC1=CN=CN1,0.193
O=CC1=CN=CO1,0.1937
O=CC1=NC=CN1,0.1885
O=CC1=NC=CO1,0.1897
O=CC1=CNC=C1,0.1975
O=CC1=CNC=N1,0.205
O=CC1=COC=C1,0.1956
O=CC1=COC=N1,0.2016
O=CN1C=CC=C1,0.1934
O=CN1C=CN=C1,0.1969
CN=C1NC=CO1,0.2183
CN=C1OC=CO1,0.2318
CCC1=CC=CN1,0.2422
CCC1=CC=CO1,0.2355
CCC1=CN=CO1,0.2423
CCC1=NC=CN1,0.2496
CCC1=NC=CO1,0.2445
CNC1=CC=CN1,0.2386
CNC1=CC=CO1,0.2189
CNC1=CN=CO1,0.2189
CNC1=NC=CO1,0.2318
COC1=CC=CN1,0.2411
COC1=CC=CO1,0.23
COC1=CN=CN1,0.2449
COC1=CN=CO1,0.2326
COC1=NC=CN1,0.2522
COC1=NC=CO1,0.246
NCC1=NC=CO1,0.2464
OCC1=CC=CN1,0.236
OCC1=CC=CO1,0.234
OCC1=CN=CN1,0.2452
OCC1=CN=CO1,0.2415
OCC1=NC=CN1,0.2491
OCC1=NC=CO1,0.2447
CCC1=CNC=C1,0.2504
CCC1=CNC=N1,0.2527
CCC1=COC=C1,0.2423
CCC1=COC=N1,0.2473
CNC1=CNC=C1,0.2278
CNC1=CNC=N1,0.2203
CNC1=COC=C1,0.221
CNC1=COC=N1,0.2122
COC1=CNC=C1,0.2406
COC1=CNC=N1,0.2277
COC1=COC=C1,0.2342
COC1=COC=N1,0.2194
OCC1=CNC=C1,0.2476
OCC1=CNC=N1,0.2532
OCC1=COC=C1,0.2415
OCC1=COC=N1,0.2461
CCN1C=CC=C1,0.247
CCN1C=CN=C1,0.2538
C1CC2=CC=CN12,0.2518
C1CC2=CN=CN12,0.2569
C1CC2=NC=CN12,0.259
CC#CC(C)(C)C,0.3086
CC#CC(C)(C)O,0.2928
CC(C)(C)CC#C,0.3107
CC(C)(C)CC#N,0.3453
CC(C)(O)CC#C,0.307
CC(C)(O)CC#N,0.3105
CC(C)(C)CC=O,0.2237
CC(C)(C)NC=O,0.2781
CC(C)(C)OC=O,0.2791
CC(C)(O)CC=O,0.2242
CC(C)(C)CCO,0.334
CC(C)(O)CCO,0.3217
CCCC(C)(C)C,0.3758
CCCC(C)(C)O,0.3252
CCOC(C)(C)C,0.3245
COCC(C)(C)C,0.3298
COCC(C)(C)O,0.3301
CC(=O)C(C)(C)C,0.229
CC(=O)C(C)(C)O,0.2301
CC(C)(C)C(N)=O,0.2747
CC(C)([NH3+])C([O-])=O,0.2713
CC(C)(O)C(N)=O,0.2736
CC(C)C(C)(C)C,0.3704
CC(C)C(C)(C)O,0.3273
CC(O)C(C)(C)C,0.327
CC(O)C(C)(C)O,0.3261
CC(=N)NC(C)=O,0.2331
CC(=N)NC(N)=O,0.2548
CC(=N)OC(C)=O,0.2681
CC(=N)OC(N)=O,0.2646
CC(=O)CC(C)=O,0.2068
CC(=O)CC(N)=O,0.2142
CC(=O)NC(C)=O,0.2232
CC(=O)NC(N)=N,0.2272
CC(=O)NC(N)=O,0.2427
NC(=[NH2+])CC([O-])=O,0.2387
NC(=O)CC(N)=O,0.2536
NC(=O)NC(N)=O,0.2695
CC(C)CC(C)=O,0.2337
CC(C)CC(N)=O,0.2784
CC(C)NC(C)=O,0.2786
CC(C)NC(N)=O,0.301
CC(C)OC(C)=O,0.2846
CC(C)OC(N)=O,0.3242
CC([NH3+])CC([O-])=O,0.2771
CC(O)CC(C)=O,0.2299
CC(O)CC(N)=O,0.2677
C[NH+](C)CC([O-])=O,0.2646
CC(C)CC(C)C,0.3784
CC(C)CC(C)O,0.3329
CC(C)OC(C)C,0.3224
CC(O)CC(C)O,0.3271
CC1(C)CC(=N)O1,0.2895
CC1(C)CC(=O)C1,0.2215
CC1(C)CC(=O)N1,0.2842
CC1(C)CC(=O)O1,0.2846
CC1(O)CC(=O)C1,0.2203
CC1(C)CC(O)C1,0.3286
CC1(O)CC(O)C1,0.3264
CC1CC(C)(C)C1,0.36
CC1CC(C)(C)O1,0.3219
CC1CC(C)(O)C1,0.3259
CN1CC(C)(O)C1,0.2757
CC1(C)CC1(C)C,0.3318
CC1(C)CC1(C)O,0.3194
CC1(C)OC1(C)C,0.3359
CC1(O)CC1(C)O,0.2909
CC12CC(C)(C1)C2,0.3864
CC12CC(C)(C1)O2,0.329
CC12CC(O)(C1)C2,0.3379
OC12CC(O)(C1)C2,0.3224
CC(C)(C#C)C#C,0.2944
CC(C)(C#C)C#N,0.2967
CC(C)(C#N)C#N,0.327
CC(N)(C#C)C#N,0.2797
CC(N)(C#N)C#N,0.2785
CC(O)(C#C)C#C,0.2789
CC(O)(C#C)C#N,0.2864
CC(O)(C#N)C#N,0.304
CC(C)(C=O)C#C,0.2213
CC(C)(C=O)C#N,0.2257
CC(O)(C=O)C#C,0.2158
CC(O)(C=O)C#N,0.2198
CC(C)(C=O)C=O,0.2149
CC(O)(C=O)C=O,0.1927
CC(C)(CO)C#C,0.3127
CC(C)(CO)C#N,0.3217
CC(N)(CN)C#N,0.2824
CC(N)(CO)C#N,0.2988
CC(O)(CN)C#N,0.2957
CC(O)(CO)C#C,0.2879
CC(O)(CO)C#N,0.298
CCC(C)(C)C#C,0.3192
CCC(C)(C)C#N,0.3551
CCC(C)(N)C#N,0.2918
CCC(C)(O)C#C,0.3012
CCC(C)(O)C#N,0.3172
CNC(C)(C)C#N,0.2745
COC(C)(C)C#C,0.2972
COC(C)(C)C#N,0.3015
CC(C)(CO)C=O,0.2251
CC(O)(CO)C=O,0.2233
CCC(C)(C)C=O,0.2283
CCC(C)(O)C=O,0.226
COC(C)(C)C=O,0.2262
CC(C)(CO)CO,0.3272
CC(O)(CO)CO,0.3115
CCC(C)(C)CC,0.373
CCC(C)(C)CO,0.3344
CCC(C)(C)OC,0.3244
CCC(C)(O)CC,0.324
CCC(C)(O)CO,0.3155
COC(C)(C)CO,0.3178
CC#CCC(C)=O,0.2282
CC#CCC(N)=O,0.269
CC#CCC(C)C,0.3016
CC#CCC(C)O,0.3044
CC(=O)C#CC#C,0.1837
CC(=O)C#CC#N,0.1856
NC(=O)C#CC#C,0.1977
NC(=O)C#CC#N,0.2009
CC(=O)C#CC=O,0.1958
NC(=O)C#CC=O,0.1956
CC(=N)OCC#C,0.2923
CC(=N)OCC#N,0.2855
CC(=O)CCC#C,0.2312
CC(=O)CCC#N,0.2356
CC(=O)NCC#C,0.272
CC(=O)NCC#N,0.2732
CC(=O)OCC#C,0.2808
CC(=O)OCC#N,0.2857
NC(=O)CCC#C,0.2758
NC(=O)CCC#N,0.2794
NC(=O)NCC#C,0.289
NC(=O)NCC#N,0.2877
NC(=O)OCC#C,0.2957
NC(=O)OCC#N,0.2974
CC(=N)OCC=O,0.2296
CC(=O)CCC=O,0.2285
CC(=O)CNC=O,0.2192
CC(=O)COC=N,0.221
CC(=O)COC=O,0.2312
CC(=O)NCC=O,0.2198
CC(=O)OCC=O,0.229
NC(=O)CCC=O,0.2305
NC(=O)CNC=O,0.2592
NC(=O)COC=N,0.2552
NC(=O)COC=O,0.2649
NC(=O)NCC=O,0.2221
NC(=O)OCC=O,0.2283
[O-]C(=O)CNC=[NH2+],0.2454
CC(C)C#CC#C,0.2318
CC(C)C#CC#N,0.247
CC(O)C#CC#C,0.2248
CC(O)C#CC#N,0.2394
CC(C)C#CC=O,0.2048
CC(O)C#CC=O,0.2047
CC(C)CCC#C,0.3154
CC(C)CCC#N,0.3517
CC(C)NCC#N,0.2706
CC(C)OCC#C,0.2881
CC(C)OCC#N,0.2923
CC(O)CCC#C,0.3134
CC(O)CCC#N,0.3237
CN(C)CCC#N,0.2654
CC(C)CCC=O,0.2294
CC(C)CNC=O,0.283
CC(C)COC=O,0.2866
CC(C)OCC=O,0.2285
CC(O)CCC=O,0.23
CC(O)CNC=O,0.2821
CC(O)COC=N,0.2787
CC(O)COC=O,0.2851
CN=CNC(C)=O,0.2355
CN=CNC(N)=O,0.2498
CN=COC(C)=O,0.2435
CN=COC(N)=O,0.2659
NC=[NH+]CC([O-])=O,0.2444
CN=COC(C)C,0.2738
CC(=O)C#CCO,0.2092
CCC#CC(C)=O,0.2084
CCC#CC(N)=O,0.2344
NC(=O)C#CCO,0.2366
[NH3+]CC#CC([O-])=O,0.2238
CC(C)C#CCO,0.277
CC(O)C#CCO,0.2867
CCC#CC(C)C,0.3002
CCC#CC(C)O,0.2904
COC=NC(C)C,0.2719
CC(=N)OCCO,0.2984
CC(=O)CCCO,0.2352
CC(=O)NCCO,0.2783
CC(=O)OCCO,0.2829
CCCCC(C)=O,0.2344
CCCCC(N)=O,0.2788
CCCNC(C)=O,0.2781
CCCNC(N)=O,0.3028
CCCOC(C)=O,0.285
CCCOC(N)=O,0.3235
CC[NH2+]CC([O-])=O,0.2693
CCOCC(C)=O,0.2346
CCOCC(N)=O,0.2737
C[NH2+]CCC([O-])=O,0.2763
COCCC(C)=O,0.2348
COCCC(N)=O,0.2795
NC(=O)CCCO,0.2796
NC(=O)NCCO,0.3013
NC(=O)OCCO,0.3209
[NH3+]CCCC([O-])=O,0.2737
CC(C)CCCO,0.3422
CC(C)OCCO,0.3337
CC(O)CCCO,0.3304
CCCCC(C)C,0.3858
CCCCC(C)O,0.3349
CCCOC(C)C,0.3336
CCOCC(C)C,0.337
CCOCC(C)O,0.3364
COCCC(C)C,0.333
COCCC(C)O,0.3199
CC1(C)CCC1=O,0.2174
CC1(C)CNC1=O,0.2823
CC1(C)COC1=N,0.2932
CC1(C)COC1=O,0.2816
CC1(C)NCC1=O,0.2172
CC1(C)OCC1=O,0.2235
CC1(N)COC1=O,0.2671
CC1(O)CCC1=O,0.2186
CC1(O)CNC1=O,0.2684
CC1(O)COC1=N,0.2864
CC1(O)COC1=O,0.2634
CC1(C)CCC1O,0.3296
CC1(C)OCC1O,0.3065
CC1(O)CCC1O,0.3266
CC1CCC1(C)C,0.3577
CC1CCC1(C)O,0.3273
CC1COC1(C)C,0.3176
CC1OCC1(C)C,0.3176
CC1OCC1(C)O,0.309
CC1(C)CC1C#C,0.2888
CC1(C)CC1C#N,0.313
CC1(C)NC1C#C,0.2793
CC1(C)NC1C#N,0.2882
CC1(C)OC1C#C,0.2794
CC1(C)OC1C#N,0.2932
CC1(O)CC1C#C,0.2898
CC1(O)CC1C#N,0.3069
CC1(C)CC1C=O,0.2275
CC1(C)CN1C=O,0.2533
CC1(C)NC1C=O,0.2198
CC1(C)OC1C=O,0.2157
CC1(O)CC1C=O,0.2265
CC1(C)CC1CO,0.3355
CC1(C)NC1CO,0.3147
CC1(C)OC1CO,0.3399
CC1(O)CC1CO,0.3217
CCC1CC1(C)C,0.3443
CCC1CC1(C)O,0.3244
CCC1OC1(C)C,0.3458
CCN1CC1(C)C,0.3063
COC1CC1(C)C,0.3339
COC1CC1(C)O,0.3153
CC1(C)CC=CC1,0.2657
CC1(C)CN=CO1,0.2729
CC1(O)CC=CC1,0.2658
CC1(C)CCC=C1,0.2651
CC1(C)COC=N1,0.2727
CC1(C)OCC=C1,0.2492
CC1(O)CCC=C1,0.2665
CC1(C)CCCC1,0.3689
CC1(C)CCCO1,0.3168
CC1(C)CCOC1,0.3184
CC1(C)COCO1,0.3328
CC1(C)OCCO1,0.3329
CC1(O)CCCC1,0.3274
CC1(O)CCOC1,0.3141
CC1(C)C(O)C1O,0.2832
CC1(O)C(O)C1O,0.2745
CC1C(C)C1(C)C,0.3324
CC1C(C)C1(C)O,0.3152
CC1C(O)C1(C)C,0.3106
CC1C(O)C1(C)O,0.3109
CC1N(C)C1(C)C,0.2917
O=C(CC#C)C#C,0.2029
O=C(CC#C)C#N,0.1953
O=C(CC#N)C#C,0.2104
O=C(CC#N)C#N,0.2126
O=CC(=O)CC#C,0.1533
O=CC(=O)CC#N,0.1575
N=C(NC=O)C#C,0.2037
N=C(OC=O)C#C,0.2223
N=C(OC=O)C#N,0.2188
N=CNC(=N)C#N,0.1952
N=CNC(=O)C#C,0.204
N=COC(=O)C#C,0.2195
N=COC(=O)C#N,0.2154
O=CNC(=O)C#C,0.1986
N=C(NC=O)C=O,0.1674
N=C(OC=O)C=O,0.1802
N=CNC(=N)C=O,0.1639
N=CNC(=O)C=O,0.1621
N=COC(=O)C=O,0.1748
O=CNC(=O)C=O,0.1599
CC#CC(=O)C#C,0.1883
CC#CC(=O)C#N,0.1917
CC#CC(=O)C=O,0.1504
CC#CC(C)C#C,0.2883
CC#CC(C)C#N,0.2873
CC#CC(N)C#N,0.2661
CC#CC(O)C#C,0.2678
CC#CC(O)C#N,0.2697
CC#CC(C)C=O,0.2172
CC#CC(O)C=O,0.2133
CC(CC#C)C#C,0.2983
CC(CC#C)C#N,0.3019
CC(CC#N)C#C,0.2994
CC(CC#N)C#N,0.3346
NC(CC#C)C#N,0.2865
NC(CC#N)C#C,0.2727
NC(CC#N)C#N,0.2767
OC(CC#C)C#C,0.2843
OC(CC#C)C#N,0.2835
OC(CC#N)C#C,0.2949
OC(CC#N)C#N,0.3095
CC(CC#C)C=O,0.2243
CC(CC#N)C=O,0.2308
CN(CC#C)C=O,0.2703
CN(CC#N)C=O,0.2699
OC(CC#C)C=O,0.2247
OC(CC#N)C=O,0.2347
CC(CC=O)C#C,0.224
CC(CC=O)C#N,0.2271
CC(NC=O)C#C,0.274
CC(NC=O)C#N,0.2762
CC(OC=N)C#C,0.2826
CC(OC=N)C#N,0.2832
CC(OC=O)C#C,0.276
CC(OC=O)C#N,0.2782
OC(CC=O)C#C,0.221
OC(CC=O)C#N,0.2293
CC(CC=O)C=O,0.2133
CC(NC=O)C=O,0.219
CC(OC=N)C=O,0.2245
CC(OC=O)C=O,0.2262
CN(CC=O)C=O,0.2069
OC(CC=O)C=O,0.2048
CN=C(C)NC=O,0.2349
CN=C(C)OC=O,0.2416
CN=C(N)NC=O,0.2178
CN=CN(C)C=O,0.236
CC#CC(=O)CO,0.2095
CCC(=O)C#CC,0.2094
CNC(=O)C#CC,0.2354
COC(=O)C#CC,0.2341
CCC(=O)CC#C,0.2334
CCC(=O)CC#N,0.2373
CNC(=O)CC#C,0.2772
CNC(=O)CC#N,0.2807
COC(=O)CC#C,0.2776
COC(=O)CC#N,0.2877
OCC(=O)CC#C,0.2327
OCC(=O)CC#N,0.2372
CCC(=N)NC=O,0.2322
CCC(=O)CC=O,0.2117
CCC(=O)NC=N,0.2432
CCC(=O)NC=O,0.2218
CCC(=O)OC=N,0.2539
CNC(=O)CC=O,0.2215
CNC(=O)NC=N,0.2423
CNC(=O)NC=O,0.2438
CNC(=O)OC=N,0.2731
COC(=N)NC=O,0.2493
COC(=O)CC=O,0.2272
COC(=O)NC=N,0.254
COC(=O)NC=O,0.2458
NCC(=O)NC=O,0.2135
NCC(=O)OC=N,0.2313
OCC(=N)NC=O,0.2336
OCC(=O)CC=O,0.2114
OCC(=O)NC=N,0.2296
OCC(=O)NC=O,0.2225
OCC(=O)OC=N,0.255
CC#CC(C)CO,0.304
CC#CC(O)CO,0.2787
CCC(C)C#CC,0.3035
CCC(O)C#CC,0.2892
COC(C)C#CC,0.2889
CC(CO)CC#C,0.3128
CC(CO)CC#N,0.3158
CCC(C)CC#C,0.3136
CCC(C)CC#N,0.3493
CCC(O)CC#C,0.3039
CCC(O)CC#N,0.3159
CCN(C)CC#N,0.2589
COC(C)CC#C,0.3077
COC(C)CC#N,0.305
OCC(O)CC#C,0.3009
OCC(O)CC#N,0.3064
CC(CO)CC=O,0.2295
CC(CO)NC=O,0.2821
CC(CO)OC=N,0.2822
CC(CO)OC=O,0.2808
CCC(C)CC=O,0.2282
CCC(C)NC=O,0.2828
CCC(C)OC=O,0.285
CCC(O)CC=O,0.223
COC(C)CC=O,0.2235
OCC(O)CC=O,0.2288
CCN=C(N)C#N,0.219
CCN=C(N)C=O,0.1841
CCCC(=O)C#C,0.2082
CCCC(=O)C#N,0.2113
CCNC(=N)C#N,0.2115
CCNC(=O)C#C,0.2328
CCOC(=N)C#C,0.2386
CCOC(=N)C#N,0.2424
CCOC(=O)C#C,0.2379
CCOC(=O)C#N,0.2473
CNCC(=O)C#N,0.1552
COCC(=O)C#C,0.2083
COCC(=O)C#N,0.1998
OCCC(=O)C#C,0.2086
OCCC(=O)C#N,0.1989
CCCC(=O)C=O,0.1567
CCNC(=N)C=O,0.1702
CCNC(=O)C=O,0.1753
CCOC(=N)C=O,0.1939
CCOC(=O)C=O,0.1809
COCC(=O)C=O,0.1563
OCCC(=O)C=O,0.1565
CCC(=O)CCO,0.2353
CCC(=O)COC,0.235
CCCC(=O)CC,0.2349
CCCC(=O)CO,0.2349
CCCC(=O)NC,0.2794
CCCC(=O)OC,0.2869
CCNC(=O)CC,0.278
CCNC(=O)CO,0.2715
CCNC(=O)NC,0.3042
CCNC(=O)OC,0.3125
CCOC(=N)CC,0.2956
CCOC(=N)CO,0.297
CCOC(=N)OC,0.3171
CCOC(=O)CC,0.2862
CCOC(=O)CN,0.2621
CCOC(=O)CO,0.2869
CCOC(=O)NC,0.3158
CNC(=O)CCO,0.2795
CNC(=O)COC,0.2727
CNCC(=O)OC,0.2395
COC(=N)CCO,0.2942
COC(=O)CCO,0.2841
COCC(=N)OC,0.2759
COCC(=O)CO,0.2343
COCC(=O)OC,0.2797
OCCC(=O)CO,0.2355
CC(CCO)C#C,0.3151
CC(CCO)C#N,0.3163
CCCC(C)C#C,0.3155
CCCC(C)C#N,0.3516
CCCC(N)C#N,0.2977
CCCC(O)C#C,0.2979
CCCC(O)C#N,0.3136
CCNC(C)C#N,0.2719
CCOC(C)C#C,0.2934
CCOC(C)C#N,0.2972
CNCC(O)C#N,0.2804
COCC(C)C#C,0.3144
COCC(C)C#N,0.3096
COCC(N)C#N,0.2952
COCC(O)C#C,0.2894
COCC(O)C#N,0.2851
NC(CCO)C#N,0.2937
OCCC(O)C#C,0.2962
OCCC(O)C#N,0.2894
CC(CCO)C=O,0.2273
CCCC(C)C=O,0.2268
CCCC(O)C=O,0.2362
CCCN(C)C=O,0.2724
CCOC(C)C=O,0.2268
CN(CCO)C=O,0.2698
COCC(C)C=O,0.2304
COCC(O)C=O,0.2275
OCCC(O)C=O,0.2314
CC(CO)CCO,0.337
CCC(C)CCO,0.3416
CCC(C)COC,0.3367
CCC(O)CCO,0.3288
CCC(O)COC,0.3297
CCCC(C)CC,0.383
CCCC(C)CO,0.3411
CCCC(C)OC,0.3341
CCCC(O)CC,0.3334
CCCC(O)CO,0.3173
CCOC(C)CC,0.3335
CCOC(C)CO,0.334
COC(C)CCO,0.3278
COCC(C)CO,0.3273
COCC(C)OC,0.3385
COCC(O)CO,0.3311
OCCC(O)CO,0.3181
CC(=O)C(=O)C#C,0.1512
CC(=O)C(=O)C#N,0.1501
NC(=N)C(=O)C#C,0.1719
NC(=N)C(=O)C#N,0.1654
NC(=O)C(=O)C#C,0.1606
CC(=O)C(=O)C=O,0.134
NC(=N)C(=O)C=O,0.1409
NC(=O)C(=O)C=O,0.1265
CC(=O)C(O)C#C,0.2257
CC(=O)C(O)C#N,0.2375
CC(C#C)C(C)=O,0.2255
CC(C#C)C(N)=O,0.2724
CC(C#N)C(C)=O,0.2322
CC(C#N)C(N)=O,0.2773
NC(=N)C(O)C#N,0.2534
NC(=O)C(O)C#C,0.2669
NC(=O)C(O)C#N,0.2779
NC(C#C)C(N)=O,0.2595
[NH3+]C(C#C)C([O-])=O,0.2663
NC(C#N)C(N)=O,0.2626
CC(C)C(=O)C#C,0.2046
CC(C)C(=O)C#N,0.208
CC(O)C(=O)C#C,0.1991
CC(O)C(=O)C#N,0.1925
CN(C)C(=N)C#N,0.1997
CN(C)C(=O)C#C,0.221
CN(C)C(=O)C#N,0.2211
CC(C)C(=O)C=O,0.1544
CC(O)C(=O)C=O,0.1579
CN(C)C(=N)C=O,0.1652
CN(C)C(=O)C=O,0.177
CC(C#N)N(C)C,0.2563
CC(C)C(C)C#C,0.3149
CC(C)C(C)C#N,0.3497
CC(C)C(N)C#N,0.296
CC(C)C(O)C#C,0.2948
CC(C)C(O)C#N,0.3105
CC(N)C(N)C#N,0.2587
CC(O)C(C)C#C,0.305
CC(O)C(C)C#N,0.3119
CC(O)C(N)C#N,0.2983
CC(O)C(O)C#C,0.2834
CC(O)C(O)C#N,0.2896
CC(C)C(C)C=O,0.2268
CC(C)C(O)C=O,0.2321
CC(C)N(C)C=O,0.2731
CC(O)C(C)C=O,0.2293
CC(O)C(O)C=O,0.2258
CC(=O)C(O)C=O,0.2051
CC(C=O)C(C)=O,0.2013
CC(C=O)C(N)=O,0.2073
CN(C=N)C(C)=O,0.235
CN(C=N)C(N)=O,0.2517
CN(C=O)C(C)=N,0.2361
CN(C=O)C(C)=O,0.2336
CN(C=O)C(N)=N,0.238
CN(C=O)C(N)=O,0.2498
NC(=O)C(O)C=O,0.2077
CN=C(N)C(C)=O,0.191
CN=C(N)C(N)=O,0.2169
C[NH+]=C(N)C([O-])=O,0.1972
CC(=O)C(=O)CO,0.1612
CCC(=O)C(C)=O,0.158
CCC(=O)C(N)=N,0.1974
CCC(=O)C(N)=O,0.1788
CNC(=N)C(C)=O,0.1711
CNC(=[NH2+])C([O-])=O,0.1971
CNC(=O)C(C)=O,0.1795
CNC(=O)C(N)=O,0.2117
COC(=O)C(C)=O,0.182
COC(=O)C(N)=N,0.2117
COC(=O)C(N)=O,0.2059
NC(=N)C(=O)CO,0.1973
NC(=O)C(=O)CO,0.1792
CC(C)C(=O)CO,0.2384
CC(O)C(=O)CO,0.2353
CCC(=O)C(C)C,0.2313
CCC(=O)C(C)O,0.2374
CCC(=O)N(C)C,0.27
CN(C)C(=O)CO,0.2698
CNC(=O)C(C)C,0.2787
CNC(=O)C(C)O,0.277
CNC(=O)N(C)C,0.2918
COC(=O)C(C)C,0.2823
COC(=O)C(C)N,0.2491
COC(=O)C(C)O,0.2695
COC(=O)N(C)C,0.2995
CC(=O)C(O)CO,0.2253
CC(C[NH3+])C([O-])=O,0.1383
CC(CO)C(C)=O,0.2304
CC(CO)C(N)=O,0.2756
CCC(C)C(C)=O,0.23
CCC(C)C(N)=O,0.2774
CCC([NH3+])C([O-])=O,0.2681
CCC(O)C(C)=O,0.2387
CCC(O)C(N)=O,0.2781
CCN(C)C(C)=O,0.2681
CCN(C)C(N)=O,0.2915
C[NH2+]C(C)C([O-])=O,0.2661
COC(C)C(C)=O,0.2293
COC(C)C(N)=O,0.2744
NC(=O)C(O)CO,0.2657
[NH3+]C(CO)C([O-])=O,0.2719
NC(C[NH3+])C([O-])=O,0.2654
[NH3+]CC(O)C([O-])=O,0.2659
CC(C)C(C)CO,0.3403
CC(C)C(O)CO,0.3184
CC(O)C(C)CO,0.3175
CC(O)C(O)CO,0.3214
CCC(C)C(C)C,0.3822
CCC(C)C(C)O,0.3293
CCC(O)C(C)C,0.3336
CCC(O)C(C)O,0.3192
COC(C)C(C)C,0.3314
COC(C)C(C)O,0.3248
CC1(CCC1)C#C,0.3059
CC1(CCC1)C#N,0.3361
CC1(CCN1)C#N,0.2702
CC1(CCO1)C#C,0.2807
CC1(CCO1)C#N,0.2852
CC1(COC1)C#C,0.2941
CC1(COC1)C#N,0.2909
NC1(CCC1)C#N,0.2934
NC1(CNC1)C#N,0.2632
NC1(COC1)C#N,0.2849
OC1(CCC1)C#C,0.2869
OC1(CCC1)C#N,0.3007
OC1(CNC1)C#N,0.2541
OC1(COC1)C#C,0.2733
OC1(COC1)C#N,0.2716
CC1(CCC1)C=O,0.2247
CC1(CCO1)C=O,0.2128
CC1(COC1)C=O,0.2245
OC1(CCC1)C=O,0.2304
OC1(COC1)C=O,0.2129
CC1(CO)CCC1,0.3367
CC1(CO)CCO1,0.3184
CC1(CO)COC1,0.3092
CCC1(C)CCC1,0.3582
CCC1(C)CCO1,0.3178
CCC1(C)COC1,0.3135
CCC1(O)CCC1,0.3219
CCC1(O)COC1,0.3117
COC1(C)CCC1,0.3257
COC1(C)COC1,0.3158
OCC1(O)CCC1,0.3108
OCC1(O)COC1,0.298
CC#CC1(C)CC1,0.2883
CC#CC1(C)CN1,0.2721
CC#CC1(C)CO1,0.2802
CC#CC1(O)CC1,0.2712
CC1(CC#C)CC1,0.3123
